	ZAM1_s1_YZA	ZAM1_s2_YZA	ZAM1_s3_YZA	ZAM1_s4_YZA	ZAM1_s5_YZA	ZAM1_s6_YZA	ZAM1_s7_YZA	ZAM1_s8_YZA	ZAM1_s9_YZA	ZAM1_s10_YZA	ZAM1_s11_OZA	ZAM1_s12_OZA	ZAM1_s13_OZA	ZAM1_s14_OZA	ZAM1_s15_OZA	ZAM1_s17_OZA	ZAM1_s18_OZA	ZAM1_s19_OZA	ZAM1_s20_YZS	ZAM1_s21_YZS	ZAM1_s22_YZS	ZAM1_s23_YZS	ZAM1_s24_YZS	ZAM1_s25_YZS	ZAM1_s26_YZS	ZAM1_s27_YZS	ZAM1_s28_YZS	ZAM1_s29_YZS	ZAM1_s30_OZS	ZAM1_s31_OZS	ZAM1_s32_OZS	ZAM1_s33_OZS	ZAM1_s34_OZS	ZAM1_s36_OZS	ZAM1_s37_OZS	ZAM1_s38_OZS	ZAM1_s39_YZA	ZAM1_s40_YZA	ZAM1_s41_YZA	ZAM1_s43_YZA	ZAM1_s44_YZA	ZAM1_s45_YZA	ZAM1_s46_YZA	ZAM1_s47_YZA	ZAM1_s48_YZA	ZAM1_s49_OZA	ZAM1_s50_OZA	ZAM1_s51_OZA	ZAM1_s52_OZA	ZAM1_s53_OZA	ZAM1_s54_OZA	ZAM1_s55_OZA	ZAM1_s56_OZA	ZAM1_s58_YZS	ZAM1_s59_YZS	ZAM1_s60_YZS	ZAM1_s61_YZS	ZAM1_s62_YZS	ZAM1_s63_YZS	ZAM1_s65_YZS	ZAM1_s66_YZS	ZAM1_s67_OZS	ZAM1_s69_OZS	ZAM1_s70_OZS	ZAM1_s71_OZS	ZAM1_s72_OZS	ZAM1_s73_OZS	ZAM1_s74_OZS	ZAM1_s75_OZS
ZAM1_s11_OZA	2.1180104073756714	1.94244412902662	1.954007856131441	2.207993223914483	2.1104050018458627	2.267678130708173	2.0182806704871985	1.952889567870929	2.0523948598849135	1.9260714392979328	0.0	0.10959852366588056	0.333721579681119	0.6350855181108273	0.1268100822031431	0.3970195622773979	0.37155280382388806	0.07796841535329303	2.0232101278536194	1.9517296331788907	2.107856184431485	2.0680001667402474	2.331533886097922	2.1702685122416434	1.965346862953204	1.9050543752380495	2.0838637741505277	2.1031316273479637	0.3373211609487202	0.2989863496955633	0.06028396219334266	0.20565255461381154	0.32432905408466073	0.1397171743412701	0.23795517192213536	0.5940767574100335	2.0719560159548736	1.1608066242868165	1.883932515203951	1.9319301921663359	1.9077639428827862	1.614324488435399	1.656845552572204	1.761737149978867	1.300285744694838	0.11674133027864994	0.40537792336217915	0.3810040254773696	0.19911595139196372	0.19197232580971652	0.34680122227723265	0.45062423306794724	0.2190838650881051	1.9931064803134049	2.0419895409586135	2.127124756560365	2.137906994515396	1.6376464102597343	1.9676755875717176	1.7897501771467244	1.9266139156390232	0.463877846936481	0.15560308471127776	0.37473425630214646	0.056276397310109146	0.21932180098813994	0.21161425974344947	0.19415235062588462	0.5201682475594099
ZAM1_s12_OZA	2.2001333225812814	2.0285964856373555	2.0407166307536424	2.293633790597174	2.1893614027900736	2.3512267559445563	2.096945788674729	2.0364685912333167	2.136300462785381	2.0042366277005637	0.10959852366588056	0.0	0.2918908716353587	0.6485703564670433	0.06235100127686472	0.39066882901883265	0.40193233486137	0.1505801329863178	2.103299610714045	2.0342794079374844	2.1793039422922376	2.1458102697297425	2.413639657706314	2.251522153136858	2.0496181200026236	1.984857693302322	2.165910910434422	2.1816027358132173	0.3843013124637735	0.28768220678520445	0.049500297015485306	0.31315632757598094	0.3697568353929582	0.15460210103204686	0.18879190285633124	0.6244766973038398	2.15300893000805	1.2256466115232936	1.9629807341184167	2.0082264533534975	1.9823502736872545	1.696301673709981	1.7363580197472703	1.8434525957835397	1.360918536714723	0.10992513258253932	0.41164903222825366	0.3765707209998795	0.0985071338198519	0.09621883103652779	0.4494257371862897	0.5202483030200347	0.25163881598225224	2.0780654402835546	2.1298299800677967	2.2013535496445593	2.2168406660023825	1.7272119377636657	2.0481104608201774	1.8655116147705093	2.0016128411818097	0.5394343167214164	0.04617011802947488	0.44385800761309285	0.1327237629945076	0.32433474752616953	0.23832187689138304	0.26635551385973144	0.5592176839323991
ZAM1_s13_OZA	2.440406586087348	2.2599914173048843	2.270718347689679	2.5257937960941104	2.4360304612001205	2.5881798961388984	2.3442707613181657	2.273828407528345	2.3727637147139267	2.252602200442063	0.333721579681119	0.2918908716353587	0.0	0.40227561726574457	0.35281012133400474	0.14243627679011037	0.6907180736580051	0.409262634480793	2.34786857716022	2.273886409394814	2.438700776112112	2.3946721847922694	2.653682962158535	2.4935522598063615	2.2853993379016653	2.230144390431422	2.4063919083467913	2.4291995514990945	0.6658661190965979	0.08915648691137443	0.30368341019962297	0.5013010007611588	0.6520195007376537	0.20427751155505708	0.10310481049980054	0.4149406048214264	2.3955766970609105	1.4942496536079868	2.2097470138015307	2.2599326289299286	2.236967461365997	1.9377314758493096	1.9825829377811246	2.0851348961863185	1.634006576561782	0.3997759781207519	0.18617899578079472	0.13748234046644833	0.23042262423123439	0.3495519647987157	0.5134366301374053	0.7841199202714693	0.5376448879442632	2.312210223837083	2.356766936786325	2.456379965949083	2.463523577959667	1.950611119644303	2.2920665879782556	2.118286492427766	2.2555307456199243	0.7959833436549261	0.28990982327333537	0.7084031817446053	0.3870623975174775	0.5239315549568302	0.18890314339846423	0.5278303587463229	0.37978813253188703
ZAM1_s14_OZA	2.5744744925767686	2.3792447925113662	2.38698899000278	2.6416694878562073	2.5839518512110127	2.7129035382649027	2.4951675745958815	2.4048585797568243	2.500079970964546	2.4074262498994545	0.6350855181108273	0.6485703564670433	0.40227561726574457	0.0	0.709848257713979	0.2655514562158112	1.0028618931104032	0.7097450478215164	2.4926974099730925	2.409563542104256	2.616095452140607	2.5481269812337155	2.7839424451721344	2.630482063858158	2.412971556863841	2.378686820956727	2.5414784990065504	2.5792801181913894	0.9598144201579275	0.3647307460008269	0.6370608328985352	0.7061121575283363	0.9487114739115571	0.5027866125945084	0.48301435854140967	0.10378182023125965	2.5352793204861483	1.7143707330924212	2.3618826238812303	2.4220814734269007	2.4061853649401903	2.0846821959010255	2.138433693945225	2.229064123499987	1.8619416248493053	0.7386630497670731	0.23707799527425769	0.2766918133181883	0.6185318285048381	0.728845425108917	0.5766704544370144	1.0329267842475243	0.8532355362470329	2.4359357075384422	2.4652886472796776	2.6230038353734746	2.6110363635344567	2.061908826095778	2.4365833853733663	2.2855197335439748	2.4228066896020395	1.030982264327279	0.6640570458883096	0.9661498774489939	0.6899164219124932	0.7336361453042916	0.4236998478387922	0.8061595406540238	0.17469709869168154
ZAM1_s15_OZA	2.160790861003592	1.9921813870906075	2.0047063382841284	2.256669817530054	2.1480189325316754	2.312755059496884	2.0554856735653857	1.9982164473371715	2.0982038903990192	1.962540637735433	0.1268100822031431	0.06235100127686472	0.35281012133400474	0.709848257713979	0.0	0.4528930528995252	0.34617773563515275	0.13195498662423302	2.0627120550178026	1.9953318003210625	2.13378521024843	2.1038068140743382	2.3741657137406995	2.211581631665903	2.0118361973226566	1.9441755849035223	2.1265400129433987	2.1399713873764856	0.33428472021622935	0.34989984330477353	0.08255719584874689	0.31034571524925314	0.3194520379233173	0.21162511067863346	0.24988702873835678	0.6833180461582321	2.1129997824708475	1.1779341803358612	1.9218494246162647	1.9654351242827808	1.9386197046983868	1.6572708073946218	1.6957101883430634	1.8041069948234771	1.3111830545761856	0.06086260958765255	0.4731456294756966	0.4386966187845098	0.1424729719531836	0.07031042211244555	0.47311491565393804	0.4782247801918837	0.2004079066166331	2.040748885488196	2.0946192107213966	2.157285420057386	2.175467759156238	1.6937156455172862	2.007778390911028	1.8225264289430667	1.958096046468707	0.5004988382240195	0.07323256060031595	0.402699512759751	0.12175407678883253	0.3163853397874397	0.2953857037740701	0.23279940240378943	0.6160960937939284
ZAM1_s17_OZA	2.4493418208969557	2.2627130006134357	2.2723392020609845	2.528008041944323	2.450323018358792	2.5939161111050404	2.3594740434765837	2.28110661383346	2.378914289975334	2.2690775108377825	0.3970195622773979	0.39066882901883265	0.14243627679011037	0.2655514562158112	0.4528930528995252	0.0	0.7682792288440771	0.4748060226569338	2.360712783338904	2.2829580709487516	2.4646467496483644	2.4110175969181675	2.661691560028745	2.503731992098267	2.2913843067069224	2.2440845342064013	2.415626116374424	2.444316792755003	0.7333588171731049	0.10299321413255266	0.3865744022462176	0.5189693557548792	0.7207579659490041	0.2576287039770406	0.21762358417589966	0.27256386033247626	2.4065650136469445	1.5344435410016501	2.225031798456004	2.2793222042607755	2.25909897489748	1.9499885209195273	1.9985335494102	2.096780121795795	1.6782607633513125	0.48862462349785585	0.04850909447665819	0.016647026143655087	0.35330542695973405	0.46574274420957323	0.46847931630921047	0.8307390000609607	0.6149520255389019	2.3168046368148394	2.3557234961875317	2.4780780567309058	2.477729019820333	1.9491328523275684	2.3046251944314053	2.1392524172297853	2.276943334907183	0.8362267701923984	0.4016414417137934	0.7581096647193843	0.4532958542263241	0.5449749871388782	0.19396193409353094	0.5842757641897074	0.24266570729031345
ZAM1_s18_OZA	1.846263005596338	1.68841441478381	1.7023335552280254	1.9497941779125398	1.8272155729309065	2.0005867759038996	1.7345999187113044	1.6879734056675815	1.7880628014109445	1.6412356210090642	0.37155280382388806	0.40193233486137	0.6907180736580051	1.0028618931104032	0.34617773563515275	0.7682792288440771	0.0	0.29441592359934543	1.7445195649979608	1.682743675800067	1.8013774370440758	1.7811340216680565	2.0585627931350037	1.8949612970419276	1.7031499902787872	1.6261130380757398	1.8120386257095562	1.8183143474094388	0.06584623568343545	0.6687511344580485	0.38772602888064356	0.35089300494036973	0.06690287006710734	0.5106524140797479	0.5882496289098191	0.9528423298886318	1.7964783902678592	0.842795169752392	1.6024477320066437	1.640832235418112	1.6113926843501396	1.34619897939696	1.378898058569046	1.491081826223426	0.9708921613852324	0.29209730099871223	0.7765348566172401	0.7523781002199724	0.4879854057391757	0.3822866670325215	0.571687539180311	0.2012336967338363	0.15386400755173094	1.7335480159167178	1.7946900519356732	1.8286057758869998	1.8544944775388308	1.4030757033164414	1.6905948209051462	1.4978174481993143	1.6314198362937937	0.23872919491837927	0.41849764693465746	0.1600010564882392	0.3153853780756045	0.32944672227854405	0.581815877172701	0.2044899194224343	0.8736609928830891
ZAM1_s19_OZA	2.0523064562111526	1.8793310605843554	1.8912911819430793	2.144554376639784	2.042912352933132	2.2028692404696817	1.9506188546706933	1.8880599745371207	1.9877874343046964	1.8581320632733418	0.07796841535329303	0.1505801329863178	0.409262634480793	0.7097450478215164	0.13195498662423302	0.4748060226569338	0.29441592359934543	0.0	1.9563192852358218	1.8862594907209853	2.0368803233605903	1.9999038856754103	2.265846096146204	2.1040596706556034	1.9009642193572798	1.8379849130237418	2.01810977566476	2.0353821126769565	0.2593955141923232	0.37694588533208195	0.11272965495180519	0.18058610326164456	0.24636288695772715	0.2176758877130188	0.31093951902086375	0.6646884596430696	2.0056173519027554	1.087178207029949	1.816449474987277	1.8630583107112038	1.8380880299742455	1.5484437727257416	1.5895638621934998	1.6957319847662853	1.2255433360463592	0.08613995552007256	0.4821191666347653	0.4587308721169721	0.24894704057793732	0.20186392733669797	0.3658489452218439	0.3775941211950493	0.14356702454816672	1.9291817019364608	1.980112669754901	2.0573299980676882	2.0704064970769767	1.5770767595733128	1.9009686217012955	1.720591992429322	1.8571300998008107	0.3934799906154017	0.1899913698890189	0.3011901770141972	0.022219456487478424	0.18474877789611951	0.28748624357659264	0.12019695227808387	0.5884445119678428
ZAM1_s20_YZS	0.11213006143300491	0.18871994452959706	0.20036284229549522	0.25109009689042644	0.09223781617528747	0.26712617997860344	0.039237274290642096	0.11889494073225762	0.11345714492342668	0.11062289765297421	2.0232101278536194	2.103299610714045	2.34786857716022	2.4926974099730925	2.0627120550178026	2.360712783338904	1.7445195649979608	1.9563192852358218	0.0	0.09770728643723954	0.243416482437229	0.07624898009505215	0.3152365142705974	0.15141731457046786	0.12998276012685792	0.11856628632019665	0.08299380536582199	0.09100563317157173	1.7348424921494194	2.2884641093840177	2.0690313884273666	1.848404741372015	1.7497477623162923	2.143615519624508	2.2597265657413095	2.3991958916777723	0.056185214736479666	0.9179723727458824	0.14250524882953014	0.13639762377916825	0.1847882396076388	0.4107519609840877	0.367008359061745	0.26413397088387813	0.8280464444810146	2.0019783265389606	2.3424577449107757	2.3445386483559236	2.200852105517126	2.1148813148108685	1.9181789265595697	1.5844950440989267	1.8660137217473098	0.1411821315879683	0.22984631567644082	0.18853321467123238	0.11866656102609056	0.4585019504778521	0.05616637187290123	0.2596881436090459	0.1653823324969966	1.5638653247876593	2.134583014557547	1.6602886719627263	1.9770925315760863	1.824630248084553	2.175772681810961	1.8373208424959315	2.3188553586789293
ZAM1_s21_YZS	0.1665428959299459	0.10271174026839186	0.11928671884753542	0.27415587491138876	0.18627438910621053	0.31790672690432714	0.1241079408330325	0.028745431813680156	0.1085452734956848	0.11974775052477905	1.9517296331788907	2.0342794079374844	2.273886409394814	2.409563542104256	1.9953318003210625	2.2829580709487516	1.682743675800067	1.8862594907209853	0.09770728643723954	0.0	0.3311305451276972	0.1728777511679023	0.37986921638167187	0.22110169373219704	0.05054601130673658	0.08776059272400918	0.13267484617437544	0.187529975113639	1.6702347529639263	2.212675012651791	1.9988363551297688	1.7733364370365516	1.6850713022881365	2.0698106767748152	2.1873075034598313	2.315135116287814	0.12669678780790308	0.8686171145021487	0.11581184474368232	0.16578963518772427	0.21096851820105741	0.3380636091408568	0.30597075192470496	0.1916867711894486	0.7914828232194044	1.9344960317133193	2.2635734715737885	2.266890109553823	2.1322277215571788	2.0491094751383305	1.8364334837366203	1.5173878134767773	1.800191290643484	0.08078264999365455	0.18209271557056655	0.2835056414952289	0.21056413239494717	0.36394795908085187	0.05961415487832396	0.237952597736131	0.1983909071365238	1.4952625174322693	2.066680796124446	1.5926329785034579	1.9067424613928998	1.7500617991366423	2.0996662186431387	1.7679644955939708	2.2353889341034154
ZAM1_s22_YZS	0.29469137686618513	0.4303082896095822	0.44322740580784326	0.42349460541125333	0.20244395265728662	0.38591957474074073	0.20848815570794996	0.35722669499419435	0.34599429026630696	0.24801383355977327	2.107856184431485	2.1793039422922376	2.438700776112112	2.616095452140607	2.13378521024843	2.4646467496483644	1.8013774370440758	2.0368803233605903	0.243416482437229	0.3311305451276972	0.0	0.17249045315304415	0.38379959679127845	0.2801657064454465	0.3718547748650198	0.2929573713452064	0.29032520225297287	0.18837522796890982	1.8004357390409251	2.3858683921464268	2.149107954009219	1.9465147019366438	1.8153802823349336	2.235129623324197	2.3458078483625924	2.526660923964831	0.2618991817539458	0.9586369986865544	0.29333834954147026	0.21275896625653043	0.21348311718806032	0.5504258906198125	0.4872446017326517	0.42759232075037445	0.8396774940412035	2.0738808899235437	2.4505596499921807	2.4481799972058877	2.2748649999555433	2.180457873217743	2.039440179258933	1.6596991497344222	1.9339525137642395	0.38448598213394913	0.4670487182913222	0.07600530610844371	0.20578535731675238	0.6562085102845885	0.27246029408604266	0.33305181166664527	0.2005128880807695	1.644023523220125	2.206759200440769	1.7362335299798992	2.058418207870903	1.921264862346403	2.274973140449675	1.9167137442649156	2.444342485893535
ZAM1_s23_YZS	0.1333949348237658	0.2645252382737164	0.2753589811309817	0.2746276505529978	0.05349517914109852	0.264949429184442	0.05448266913691153	0.19509882303037682	0.1736642235913124	0.14208660699508655	2.0680001667402474	2.1458102697297425	2.3946721847922694	2.5481269812337155	2.1038068140743382	2.4110175969181675	1.7811340216680565	1.9999038856754103	0.07624898009505215	0.1728777511679023	0.17249045315304415	0.0	0.2950151859525344	0.14329375135966527	0.20587207584448475	0.17041883320825893	0.12093030041684728	0.03989727642749279	1.773914965932099	2.336976487048232	2.112623839999403	1.8966218534122479	1.7888576679812336	2.190407223800046	2.305164128586223	2.4555898916062513	0.09077464476082782	0.9469402345551804	0.18634703420668755	0.14245684696146588	0.18184618990685433	0.4634447858760409	0.41254772927625033	0.32077292505761906	0.8475474953715715	2.043226533002516	2.393842086187285	2.3947531612352186	2.2429216827152905	2.1545056481731986	1.9725834921421366	1.6259791918372823	1.9059623721398729	0.21416982354342742	0.29461798911367654	0.11257391370588538	0.07716079382150653	0.5281767435060609	0.1219588980189289	0.2840195447482018	0.16029218343517065	1.6066895526632503	2.176070064843136	1.7021284317418532	2.020914620764826	1.872417002076182	2.224658777973912	1.8804152469640556	2.3746949957501067
ZAM1_s24_YZS	0.21354304267545426	0.4068243948073227	0.40174499415894904	0.1680656092582769	0.24241818645469296	0.07874526636312233	0.33113813466596276	0.38058845131995706	0.28386482673398683	0.4230938518305927	2.331533886097922	2.413639657706314	2.653682962158535	2.7839424451721344	2.3741657137406995	2.661691560028745	2.0585627931350037	2.265846096146204	0.3152365142705974	0.37986921638167187	0.38379959679127845	0.2950151859525344	0.0	0.1639018896331734	0.371110809063483	0.4329015496536608	0.24773847453236633	0.25511793449781933	2.0477567559495404	2.59213852259998	2.378459585975364	2.153016329400805	2.0626329664017717	2.4496338074273396	2.5671741626353555	2.688405212609354	0.2621244934736615	1.2330596289000073	0.45772251581943174	0.4354146026516379	0.4768232883226614	0.7174029042866413	0.6797422283055192	0.5701880155232495	1.1398745562811172	2.3133585046159686	2.6417151620274155	2.645676107157684	2.5114887398971586	2.427280864329367	2.21263404145368	1.8960275294787108	2.1783437774871017	0.34844015613026624	0.3409509559302123	0.31230995090820973	0.21799762288330465	0.7242190869568327	0.3681014278569348	0.5721109556703452	0.45527417709977486	1.8744199115327498	2.445708340923324	1.9714967357335258	2.2863860965189224	2.1298219480817897	2.479056915774187	2.147378815750839	2.609475121534573
ZAM1_s25_YZS	0.05798132000000273	0.26810497146682644	0.2686171054172917	0.1434659814044883	0.09058992943308324	0.12192614315771909	0.1700821784074133	0.22656559339399968	0.1409229183304936	0.2602566103558001	2.1702685122416434	2.251522153136858	2.4935522598063615	2.630482063858158	2.211581631665903	2.503731992098267	1.8949612970419276	2.1040596706556034	0.15141731457046786	0.22110169373219704	0.2801657064454465	0.14329375135966527	0.1639018896331734	0.0	0.22185461779196344	0.2690399921029964	0.08917794625438025	0.10586408408370336	1.884571500441384	2.4329533836765456	2.216725671672257	1.9933391703240693	1.8994596233074001	2.2893875426321286	2.406314451752542	2.5358642923930708	0.09860311720209608	1.0693805764234439	0.29385268311513285	0.27651740905779854	0.3208195967559512	0.5560058110617685	0.5163758466669249	0.4085628883083141	0.9780434401727214	2.150800945915035	2.4845337685842472	2.487641894236231	2.3492530898729913	2.2643149828856277	2.0575204856558256	1.7333761542061348	2.015393849357374	0.2070062697003215	0.23850424105752993	0.20448230057052982	0.0758493827579886	0.5780395290485217	0.2043671393944478	0.40964104671322327	0.2995252806403302	1.7121625038009158	2.283264288871094	1.8089832994261341	2.124700749231565	1.9698861052999856	2.3200283037896914	1.9853569176685546	2.4562554720314043
ZAM1_s26_YZS	0.16406036115713174	0.05874348800411225	0.07188804996937699	0.24696633564555864	0.20759606011726736	0.3028154059068047	0.16340646431695602	0.023452554618099017	0.08752999356167376	0.17029012155986217	1.965346862953204	2.0496181200026236	2.2853993379016653	2.412971556863841	2.0118361973226566	2.2913843067069224	1.7031499902787872	1.9009642193572798	0.12998276012685792	0.05054601130673658	0.3718547748650198	0.20587207584448475	0.371110809063483	0.22185461779196344	0.0	0.13667267035135694	0.13389585520977165	0.21232365266667197	1.6888584581074018	2.222779260535602	2.0133607399819433	1.7843280430085207	1.7036357040504246	2.081581018914999	2.2000696745718824	2.3176453993268806	0.13968596272973158	0.8974121190695521	0.163703353486066	0.21614847226517606	0.26151436960466046	0.3570684808197905	0.33351833553481525	0.21588604693366092	0.8263055763823655	1.9509745020041254	2.2710296584074485	2.275415340987533	2.147781691874948	2.0666606101937868	1.8415313858405313	1.5345164551958639	1.817896869866764	0.03446999337295934	0.13319581682325513	0.31839944239823104	0.22839840625882588	0.35634171005047666	0.10653336221692034	0.2826334848545738	0.24879892077890398	1.5113854778951228	2.08277831164928	1.609300371129924	1.9212216919044636	1.7614728600432172	2.109576831395707	1.7832707848289828	2.238544825142485
ZAM1_s27_YZS	0.22360834094510462	0.17910465905696965	0.1982744874276864	0.3499803938090027	0.20623895133051007	0.38039406133723147	0.1166194872931734	0.11330335559066844	0.18771874192509502	0.04673499267627324	1.9050543752380495	1.984857693302322	2.230144390431422	2.378686820956727	1.9441755849035223	2.2440845342064013	1.6261130380757398	1.8379849130237418	0.11856628632019665	0.08776059272400918	0.2929573713452064	0.17041883320825893	0.4329015496536608	0.2690399921029964	0.13667267035135694	0.0	0.19024818181375117	0.20067522553492873	1.616286440388913	2.1712077457799537	1.950703800610439	1.7310215928184394	1.631190549600212	2.0258752341418313	2.141700801761667	2.2858289819538093	0.1709725775086688	0.8016114891165392	0.028917989123128485	0.09269943957461717	0.13047230968817994	0.2944658237191468	0.24850669001706652	0.1503629626872687	0.7163660871739281	1.8834474958548038	2.2262713314672244	2.227874589883179	2.0823769465089663	1.996315068291825	1.803497900325818	1.4659634855834063	1.7474477444577263	0.16846785011468823	0.2695490398091888	0.2638839279055073	0.2336594458871954	0.36580747675822906	0.06512210550638145	0.15334384986522612	0.12255806765173126	1.4454254496216443	2.0160676071441523	1.5417791889843058	1.858789653348025	1.7071210012305795	2.0586267169338717	1.7189239068454085	2.2051047275035436
ZAM1_s28_YZS	0.03426238756682202	0.1839464964200951	0.18746296375257648	0.16812035687872814	0.09228019398739142	0.19031127291009556	0.11632858459712865	0.13743634071841454	0.06269446080671645	0.19176766945551027	2.0838637741505277	2.165910910434422	2.4063919083467913	2.5414784990065504	2.1265400129433987	2.415626116374424	1.8120386257095562	2.01810977566476	0.08299380536582199	0.13267484617437544	0.29032520225297287	0.12093030041684728	0.24773847453236633	0.08917794625438025	0.13389585520977165	0.19024818181375117	0.0	0.10372922150289668	1.8005471101631896	2.3453165129000335	2.1307263232824734	1.9059206455227653	1.8154095794599165	2.202288891511281	2.319610824457428	2.4467797824677557	0.03132503341393841	0.9914554180582142	0.21735421342009792	0.21933412490910636	0.2675256939012659	0.469666002999636	0.43326591070302806	0.3224714128269363	0.9060076015198413	2.0657245444917605	2.3961920104755685	2.399560425813778	2.26377353077815	2.1798568133921084	1.968715999953492	1.6484427596761764	1.930917934186059	0.12351614243497859	0.18056581456601276	0.22193660257398162	0.10422374884905662	0.48937490784920484	0.1254625391536944	0.33904490598781767	0.2477688537423518	1.6267159363673123	2.1980369724057014	1.7238559840087873	2.0386557704600645	1.8826023174856445	2.2323195618550566	1.8996442381579322	2.367224858210078
ZAM1_s29_YZS	0.1066250235141518	0.2696160023834964	0.277838789988938	0.24258876805428528	0.015586973372447377	0.22662555676951576	0.08493538429892925	0.20569478295846186	0.16366425479465577	0.17743301589597874	2.1031316273479637	2.1816027358132173	2.4291995514990945	2.5792801181913894	2.1399713873764856	2.444316792755003	1.8183143474094388	2.0353821126769565	0.09100563317157173	0.187529975113639	0.18837522796890982	0.03989727642749279	0.25511793449781933	0.10586408408370336	0.21232365266667197	0.20067522553492873	0.10372922150289668	0.0	1.8105435698490504	2.3709217592221146	2.14811071589135	1.9306297570837783	1.8254792771714183	2.22492263655332	2.340118665025454	2.4862770138057355	0.07894759272015422	0.9853166069803663	0.21948785342250215	0.1816802522066911	0.22173148598926817	0.49511045894393013	0.44661878899940183	0.35035779946434026	0.8869709399299476	2.0793457700754385	2.4267240211883307	2.428085220588979	2.27884182053548	2.1910417399340996	2.0041644337817055	1.6619860518741871	1.9423953932648799	0.21421630704319616	0.28386728797334393	0.1182397679971433	0.03738115807690381	0.5495074086596109	0.1449122247361457	0.32223752973792286	0.2001783930168598	1.6423318629629393	2.212139105954461	1.7380525149424608	2.056326711173532	1.9065695903326005	2.258463523438397	1.9160192953235176	2.405644627841962
ZAM1_s30_OZS	1.8348072148058514	1.6719769770663022	1.6853304753119995	1.9349022612849942	1.818979312263175	1.9881040235784055	1.726356894695663	1.67437419389057	1.774499529798989	1.633167227666316	0.3373211609487202	0.3843013124637735	0.6658661190965979	0.9598144201579275	0.33428472021622935	0.7333588171731049	0.06584623568343545	0.2593955141923232	1.7348424921494194	1.6702347529639263	1.8004357390409251	1.773914965932099	2.0477567559495404	1.884571500441384	1.6888584581074018	1.616286440388913	1.8005471101631896	1.8105435698490504	0.0	0.636295909901107	0.36261582761566125	0.29053643369708776	0.01496051295308687	0.4769210104918285	0.5650099797150333	0.9053102683731612	1.7859781095817227	0.8437691381546379	1.593313224579124	1.6346641309612568	1.606830550684372	1.3326238114961235	1.3682036007496474	1.4786071827011174	0.9771287134822809	0.27561499966580505	0.7381276117555805	0.7171329701127802	0.47647055253423193	0.3807201984244896	0.5096482842022046	0.16173799493993715	0.1338797467336983	1.718625301002567	1.776787784804679	1.825072024794034	1.846365429219452	1.381123814821177	1.6803596784065273	1.4916295516366869	1.6265180257438538	0.19511540003968192	0.40750883368940016	0.10374546003893897	0.2813936485658356	0.26777463555824504	0.5430706718463052	0.15398081753890136	0.8247268076786055
ZAM1_s31_OZS	2.3792071470501064	2.195898839422671	2.2061465735866874	2.461593772354871	2.3773576666813607	2.5255754346705808	2.2859974744996796	2.2117913546992765	2.3102590426562455	2.1949044899579273	0.2989863496955633	0.28768220678520445	0.08915648691137443	0.3647307460008269	0.34989984330477353	0.10299321413255266	0.6687511344580485	0.37694588533208195	2.2884641093840177	2.212675012651791	2.3858683921464268	2.336976487048232	2.59213852259998	2.4329533836765456	2.222779260535602	2.1712077457799537	2.3453165129000335	2.3709217592221146	0.636295909901107	0.0	0.28454460080201893	0.4403745318241839	0.6233071070564259	0.15944509353067163	0.12147424472800769	0.35711828887698105	2.335315576195923	1.4486306943102305	2.151448556533198	2.203677155269695	2.182081279515574	1.8778228014336242	1.9244790150870157	2.0250277889295223	1.5908875524760877	0.3863429634176359	0.12918288686216683	0.08912241165200278	0.25499359132832966	0.3642494412465922	0.429425195299855	0.741036451270426	0.5150296734876675	2.248976249016688	2.2910795246605	2.401371879486413	2.4048203150640433	1.884517694482818	2.232500359163796	2.062748673364309	2.2002891083593887	0.7491049640878222	0.29969262851129685	0.6669733044766273	0.3550726450461821	0.46493708924815874	0.11342774625751786	0.4899190044047174	0.3094614892230247
ZAM1_s32_OZS	2.164917721158672	1.991440542116858	2.0032969170264128	2.256756386678646	2.155641736255029	2.315353385384538	2.063348351014987	2.0005379035143593	2.100229576217436	1.9708578062000173	0.06028396219334266	0.049500297015485306	0.30368341019962297	0.6370608328985352	0.08255719584874689	0.3865744022462176	0.38772602888064356	0.11272965495180519	2.0690313884273666	1.9988363551297688	2.149107954009219	2.112623839999403	2.378459585975364	2.216725671672257	2.0133607399819433	1.950703800610439	2.1307263232824734	2.14811071589135	0.36261582761566125	0.28454460080201893	0.0	0.26510024649934194	0.34860570157912874	0.1345510873563753	0.20239601758837697	0.6054812641692973	2.1182931975329726	1.1981682243831964	1.9291784126051255	1.9757265549234833	1.950646623268918	1.6610621265255088	1.7022877999004031	1.8083691582026236	1.3354565584888045	0.10220157138639582	0.40201308441727623	0.37145207005249226	0.14102308237230207	0.13836184187685127	0.40163549850747077	0.489483337344954	0.23417895482168152	2.041485208667133	2.091880726983968	2.1698594141073047	2.183135953780731	1.6883772160269204	2.0136699002146776	1.8332316650792961	1.9697199649393622	0.5061152447236468	0.09565426981608427	0.41296742999688535	0.09214162351195646	0.2774551597087994	0.21696354742437574	0.23251628109397904	0.5362614373979651
