	ZAM2_s1_YZD	ZAM2_s2_YZD	ZAM2_s3_YZD	ZAM2_s4_YZD	ZAM2_s5_YZD	ZAM2_s6_YZD	ZAM2_s7_YZD	ZAM2_s8_YZD	ZAM2_s9_YZD	ZAM2_s10_YZD	ZAM2_s11_OZD	ZAM2_s12_OZD	ZAM2_s14_OZD	ZAM2_s15_OZD	ZAM2_s16_OZD	ZAM2_s17_OZD	ZAM2_s18_OZD	ZAM2_s19_OZD	ZAM2_s20_OZD	ZAM2_s21_YZA	ZAM2_s22_YZA	ZAM2_s23_YZA	ZAM2_s24_YZA	ZAM2_s25_YZA	ZAM2_s26_YZA	ZAM2_s27_YZA	ZAM2_s28_YZA	ZAM2_s29_YZA	ZAM2_s30_YZA	ZAM2_s31_OZA	ZAM2_s32_OZA	ZAM2_s34_OZA	ZAM2_s35_OZA	ZAM2_s36_OZA	ZAM2_s37_OZA	ZAM2_s38_OZA	ZAM2_s39_OZA	ZAM2_s40_YZD	ZAM2_s41_YZD	ZAM2_s42_YZD	ZAM2_s43_YZD	ZAM2_s44_YZD	ZAM2_s45_YZD	ZAM2_s46_YZD	ZAM2_s47_YZD	ZAM2_s48_YZD	ZAM2_s49_YZD	ZAM2_s50_OZD	ZAM2_s51_OZD	ZAM2_s53_OZD	ZAM2_s54_OZD	ZAM2_s55_OZD	ZAM2_s56_OZD	ZAM2_s57_OZD	ZAM2_s58_OZD	ZAM2_s59_OZD	ZAM2_s60_YZA	ZAM2_s61_YZA	ZAM2_s63_YZA	ZAM2_s64_YZA	ZAM2_s65_YZA	ZAM2_s66_YZA	ZAM2_s67_YZA	ZAM2_s69_YZA	ZAM2_s70_OZA	ZAM2_s71_OZA	ZAM2_s72_OZA	ZAM2_s73_OZA	ZAM2_s74_OZA	ZAM2_s75_OZA	ZAM2_s76_OZA	ZAM2_s77_OZA	ZAM2_s78_OZA
ZAM2_s11_OZD	2.071885013898783	2.2127604650684796	2.3156084029795525	2.193204957745888	2.310917442413373	2.1656954781939572	2.3301716119145284	2.203731189954893	2.361991528427433	2.313827934558681	0.0	0.5252867466620692	0.16466418198251362	0.3385078265174871	0.4447313926098266	0.5559756888645044	0.2171080011251979	0.12065973476377662	0.15580270613139932	2.237065501657381	2.4293469892068718	2.252515724031358	2.2012186540856056	2.209786427207243	2.2215904403093707	2.271804832289838	2.3292526514673035	2.174634397993719	2.2206223769378357	0.37396905766907157	0.9261587903979198	0.7655901567684348	0.40767594899214604	0.4229786563928779	0.250340305532193	0.4475740625330942	0.24704714222315075	1.9542229930386494	2.2718966797471767	2.0510498626296516	1.9928362695345845	1.9807921339348538	2.3115199884248856	2.392513276301364	2.2289837583561036	2.4095836894534806	2.3863372679508728	0.09221222353244403	0.8710857092884488	0.2507009451987644	0.9228897979954707	0.4613981222790758	0.3821053241498887	0.33804338982592064	0.12596679110537948	0.11374489090846925	1.916188996515632	2.1194447569504544	2.0482266920668897	2.393783533543519	2.3735799103469817	2.4580947599667944	1.5645952417005438	2.353977882475383	0.6990271660687627	0.5627151604214824	0.5295181527496498	0.4193345271725514	0.06773321181353754	0.16339981280840488	0.2649493353954529	0.48230492459828467	0.3552720334055578
ZAM2_s12_OZD	1.594635638404256	1.7281296137028905	1.8291198568775187	1.6972552114825656	1.806113329529162	1.6658786793916462	1.840853505795006	1.7074724270201131	1.8787475318285556	1.8208073222644423	0.5252867466620692	0.0	0.39703325899698205	0.20415764956824298	0.45686841357120045	0.6448542964402575	0.31182283983933146	0.6354039564623707	0.37460841251500443	1.7377525388453408	1.9403568994291047	1.738930663945254	1.6988998245169962	1.707991862645197	1.7045970595865259	1.781755558377911	1.8334387924843998	1.6750032964284483	1.711774628895968	0.18082200993082953	0.40853309546540734	0.3030383720444432	0.4914600188406352	0.10867437376599325	0.29843093217380945	0.21431607671065456	0.6350606067946538	1.4559344756566595	1.7671772260322351	1.579993826801314	1.5028137304495697	1.5135837626153816	1.813242121345516	1.8874453673249205	1.7352655519849203	1.9168732641008246	1.9048899264095476	0.44699561602255	0.36603087077248575	0.2767892379359637	0.4020664467346975	0.45176625913948076	0.4502616061279409	0.1878896457131593	0.5384442484567818	0.583459748756509	1.433421530559402	1.638704694107415	1.553062298992796	1.8930626504654786	1.8608140765548338	1.954560846291368	1.0875181750559755	1.8478569419046644	0.18762266871760513	0.05546682677995602	0.20007743643377746	0.13417567504728686	0.48317258723799	0.36189718239100416	0.6383523480480223	0.1462442485635247	0.7716842186517489
ZAM2_s14_OZD	1.910712315140802	2.0525812976462032	2.1556517288604358	2.0354008034864477	2.1555556298726546	2.008954897544883	2.170738388932991	2.045991102708748	2.201429808442512	2.15519318416154	0.16466418198251362	0.39703325899698205	0.0	0.19503919218648186	0.46950343392221183	0.6217595848372677	0.09648310139229219	0.2849278747068987	0.12341259879640012	2.0800922881986144	2.2697537404133628	2.100956598801429	2.045177379986763	2.0535721222704493	2.072103842048121	2.1125800103148196	2.171257067632326	2.017829388400351	2.0668934137191295	0.28432352011635875	0.7819984568237742	0.6090617476043834	0.4524671398862682	0.2888439811155539	0.0996342075175313	0.2861219266271259	0.38502000858940416	1.7973724174212076	2.116552278254314	1.8891035076902294	1.8339613770165022	1.8184943760711068	2.1541766307398285	2.237151026752066	2.070602637263066	2.2507825177485614	2.2254673663337963	0.07288177801269942	0.7218790926081718	0.15868193173854866	0.781152176403528	0.4812550857208344	0.4153046693609906	0.22384294253894038	0.25487501043186594	0.2682267098091635	1.756075064661689	1.9587326163784593	1.890425197837548	2.237034889475066	2.221451973514958	2.302148117870009	1.404258592012906	2.1990323378255	0.5814890910120357	0.42530530432263186	0.3691715752489719	0.27494047550771783	0.10118294941546777	0.09410594332145672	0.39948822284721425	0.3281875419522686	0.508425458068504
ZAM2_s15_OZD	1.7398127534464758	1.8788310989333679	1.981294117167798	1.8566170877871195	1.9729257242784048	1.8283803609185048	1.9951588289568472	1.8670887466676624	2.0285830087612533	1.97793801577185	0.3385078265174871	0.20415764956824298	0.19503919218648186	0.0	0.43944859005320375	0.621955011286632	0.12230895439351434	0.4559314817268589	0.2054502145100334	1.8998724180350823	2.0944902296836876	1.914029317062286	1.8635260753443113	1.872175303614759	1.8834045986639132	1.9365692652722841	1.9927748266393979	1.837355168673899	1.8822275157839112	0.15238305190011267	0.589476949441972	0.4298899401049619	0.4488081684836102	0.09553558069741228	0.09543861271153144	0.13834715442171866	0.49901129092739005	1.617042078561721	1.9339045028099238	1.7207837285284229	1.65735060482349	1.651587006336435	1.974550712344696	2.0545103698710543	1.892882616281615	2.073826108221154	2.053451713337523	0.2523628339613177	0.5326689558067951	0.1220174616399003	0.5876012174537468	0.4434851385235569	0.405210459976141	0.07855236687116135	0.38191701854567484	0.41669197259387014	1.582375166398388	1.78645577830196	1.7116930775671721	2.0564177247363418	2.035073301507792	2.1203129378002488	1.231543950391142	2.0158441217059253	0.39106104129969477	0.2302827742460577	0.20653267283848945	0.08118240857723887	0.2876417020960675	0.18160658206599842	0.5075568500209937	0.14763883493399302	0.6348611406579525
ZAM2_s16_OZD	2.0181833843170676	2.143921995895204	2.2421298285372333	2.1010079212302286	2.195744689507439	2.064850282823835	2.2508186632941056	2.1107164884397656	2.2944513172890084	2.226804688990834	0.4447313926098266	0.45686841357120045	0.46950343392221183	0.43944859005320375	0.0	0.18925853369449297	0.39851786125763805	0.4764661813342485	0.3475679871526539	2.136577303278671	2.349770821113551	2.11163515075931	2.093790039426608	2.1035678774838558	2.0684179069653483	2.1915068427166404	2.235890736963427	2.0741243290838702	2.095224205873244	0.3047739927081933	0.8171937061702872	0.758697020850436	0.06159267611425842	0.43363867813567675	0.4456076571387579	0.5689010632145507	0.34015587788380747	1.859822356166551	2.1574031765052264	2.0082741751515694	1.9157713503693568	1.9450636754415944	2.2126614299728367	2.2757304673495184	2.14132817161684	2.3223138180872342	2.322019326982646	0.4455751422470929	0.7980186946549405	0.3422470713376264	0.8022641995114884	0.020094214431244713	0.06349601583953744	0.3640043277463465	0.3471077476687843	0.4003887886981048	1.8542334693163183	2.0589181108137757	1.9595508378557893	2.288187228152152	2.233971359741338	2.3447096728507906	1.5179566578404657	2.234742844324862	0.5257879527279318	0.5122408806958045	0.6121512664904742	0.46799891784783415	0.4658305741881745	0.3754310363153526	0.32883488018341245	0.5419035558187629	0.4407122979276658
ZAM2_s17_OZD	2.1880187763912784	2.310192925081735	2.4069748565200473	2.26252418311289	2.3512786384915327	2.2246021739747337	2.414378721863322	2.271994354678433	2.4602860483183515	2.388807864574265	0.5559756888645044	0.6448542964402575	0.6217595848372677	0.621955011286632	0.18925853369449297	0.0	0.5651970533666678	0.5483680018025322	0.49878379879147644	2.2959950985704705	2.5128293047363983	2.2609221615359183	2.2518145704392594	2.261823634969274	2.214520138384986	2.3551531772864163	2.3964218457605866	2.2338987083338675	2.2487609058851215	0.4931224573330001	0.9907389628561579	0.9453978287669219	0.1745171926021106	0.6222237073000084	0.6159794640315346	0.7546550731386784	0.3691759017145324	2.022360852431977	2.313326921765962	2.1801247858099293	2.0816293071523404	2.1184276810580047	2.3720441946205604	2.430418653947508	2.3036334653673327	2.483801938422221	2.4883892479059573	0.582612167258484	0.977525882455545	0.5157345192345079	0.9740953505066963	0.19309242940031834	0.21730018079638963	0.5488891406640016	0.43629432425241815	0.4781720142977521	2.023441960685877	2.2272569365420063	2.1226844773884226	2.445577478341863	2.3828449596735086	2.4998960517533835	1.6921721407918648	2.3890319834810043	0.6980806910954555	0.7000548506651736	0.8006699872044283	0.6556970396344245	0.5944255541334479	0.5306241840200164	0.3508313458122511	0.7304363712375801	0.4137533595855382
ZAM2_s18_OZD	1.8613564763189492	2.0007612933099286	2.103297334064908	1.9789068972333803	2.0951523818863103	1.9506871289579524	2.117274458036451	1.9893819648238675	2.1504241038394807	2.1001678270146265	0.2171080011251979	0.31182283983933146	0.09648310139229219	0.12230895439351434	0.39851786125763805	0.5651970533666678	0.0	0.3336830504397217	0.08959407074901816	2.022181166347977	2.216585498374916	2.0356460307246667	1.985806931088136	1.9944646647760902	2.004508625262177	2.0587153623513346	2.115058577721523	1.9596627766784247	2.004259038840183	0.18784144344644385	0.7091612299938838	0.5519335345088039	0.39141883781759196	0.20675641721910076	0.05357757879643114	0.2456937998377641	0.3871409933609456	1.7393510309052973	2.0561315248439946	1.841907723739899	1.779522101338695	1.7724376187678683	2.0968578357906993	2.1767332031329403	2.0151329635121176	2.196042812496963	2.175191624551505	0.1351764600026684	0.6541732006772547	0.06457786752940033	0.7062115214017078	0.407769441295912	0.3506526841170201	0.13015353619515582	0.26441721119332634	0.29568457766024975	1.7042640163294174	1.9081979043079709	1.8339776771351304	2.178722088725791	2.156800257123296	2.2425796061692647	1.3532362590948952	2.138026960819444	0.4922176876946808	0.34636568717460264	0.32284652692241567	0.20249835956023107	0.1713740530179163	0.06068789593786224	0.39774716447923947	0.26891105377886804	0.5205803805634299
ZAM2_s19_OZD	2.192069554961463	2.332617947203113	2.435381279845908	2.3121750164214414	2.42883523299828	2.284233382056023	2.4497550360811737	2.3226740125400998	2.481967986057097	2.433111178055659	0.12065973476377662	0.6354039564623707	0.2849278747068987	0.4559314817268589	0.4764661813342485	0.5483680018025322	0.3336830504397217	0.0	0.2608027134487935	2.355688826004928	2.5489812104038445	2.3686967264614207	2.3194533638412667	2.328093734087359	2.336780110861392	2.391316378487489	2.4482819789142467	2.2931977144300952	2.3378258842073296	0.47331983573030184	1.0402187486918784	0.8846801471425608	0.4276440027475811	0.5366113032274851	0.37015068609235025	0.5681103241036881	0.18996203854087984	2.07284657633803	2.389814341320171	2.1714473026346535	2.1122484570484437	2.10127420405409	2.4302859654469064	2.5104162390618403	2.3481778126040633	2.528921787126175	2.506412442080533	0.21282472214251896	0.9873641549677425	0.3586153482635557	1.035908096125493	0.4953791219300306	0.41333649040661685	0.44756188425479937	0.13098498982898263	0.07610510545733659	2.0360496034815325	2.2394847444489425	2.167217240137719	2.512288784825736	2.489997107097123	2.5762444162842684	1.6845680040892284	2.4717022745661326	0.8025202009261106	0.6758517796642359	0.6498290525795233	0.5360611884366161	0.18523374387981428	0.2762635191993762	0.21011592843019072	0.6012752282731222	0.2610659523774234
ZAM2_s20_OZD	1.944430341397799	2.082723653308886	2.184970515373118	2.0586393309725635	2.172638513707642	2.02948727143649	2.1984299429812486	2.0690481401440257	2.232670761763473	2.180578282583222	0.15580270613139932	0.37460841251500443	0.12341259879640012	0.2054502145100334	0.3475679871526539	0.49878379879147644	0.08959407074901816	0.2608027134487935	0.0	2.1011326495517104	2.2978334851897784	2.109993602425712	2.063964249757517	2.0727665999211533	2.077209800567117	2.139710771954233	2.1948676955130186	2.038512870251072	2.080424591674499	0.2181739596184939	0.7803513850061347	0.6340488603154372	0.32905631283934755	0.2775605423848313	0.14121971434257566	0.33466329720546456	0.29758328466448397	1.8184375882017167	2.133630891061889	1.9258240706581882	1.8604097555919727	1.8568012606574547	2.176087102057926	2.254163794913696	2.0953675198012016	2.276547272968729	2.2577382427352535	0.10613044566940705	0.729669634586746	0.09782212925945184	0.7755294880944062	0.36015430483679567	0.2921886946021208	0.18681714388806758	0.17657236806529214	0.21281013734581203	1.7864070495934576	1.9907624227341703	1.9138274147932346	2.257364599576829	2.2315258302170036	2.3204753014578903	1.4360114761087155	2.2151254166793906	0.544211570926656	0.4159073206541313	0.41022449441772935	0.2817013341641738	0.1364808744174344	0.033828954744180975	0.30817330591752407	0.3530367784930954	0.4314930421394061
ZAM2_s21_YZA	0.26708959727135606	0.1584221258905158	0.16631345566399033	0.05748674184879266	0.10084822416735464	0.0719361502332141	0.15047013339685997	0.047775738690784546	0.22170503768119526	0.10862357867237274	2.237065501657381	1.7377525388453408	2.0800922881986144	1.8998724180350823	2.136577303278671	2.2959950985704705	2.022181166347977	2.355688826004928	2.1011326495517104	0.0	0.23134836885173557	0.20613019219291787	0.05263576970983852	0.04177350224670783	0.2708945157135776	0.11188150298741636	0.10295830788532735	0.06276005293285943	0.12906956504368153	1.9174519453900654	1.3319586251354023	1.4716091006506988	2.188536785890435	1.8243765220725199	1.9870025621332017	1.7947933751497434	2.37265839359892	0.282846108839702	0.0766806509085836	0.3188904057469474	0.2588694234074161	0.3793249902671882	0.07609005705189723	0.1708211791811645	0.064543530160239	0.19278007416428708	0.25204106471096466	2.147414529956825	1.372999150331088	2.005695075063286	1.3424933160038501	2.1231884800406355	2.155051659880604	1.91838967852796	2.2730553300453327	2.3139080757652	0.35219237049358576	0.21854194372507676	0.19252325297222928	0.15715973750734902	0.23627535102921474	0.2261458630512865	0.6881374036852028	0.145471371083762	1.6140469310416867	1.689523475694782	1.7113333504844497	1.8203788194843107	2.1803928600357874	2.080828991040027	2.375345855778972	1.754761368781856	2.508896208515698
ZAM2_s22_YZA	0.3698648318593857	0.21942941128192545	0.11582656462979325	0.2522385721634893	0.234395308009872	0.2966433385571523	0.09950710655294294	0.24366321680339692	0.08935055449001844	0.12617834024341454	2.4293469892068718	1.9403568994291047	2.2697537404133628	2.0944902296836876	2.349770821113551	2.5128293047363983	2.216585498374916	2.5489812104038445	2.2978334851897784	0.23134836885173557	0.0	0.38596602092631077	0.2831690179453658	0.2721532113875893	0.4593593966646967	0.15866225037715	0.13035337256078272	0.2875882085591821	0.33456731558509156	2.120916792498801	1.538601575966356	1.6646521274846926	2.400353776544785	2.0227891616853784	2.1790230342923778	1.983646530320552	2.575123884965682	0.4904690932412026	0.2551617527336007	0.40580321664238994	0.4376817567686554	0.4798794849115475	0.16424324796711226	0.21005569013503894	0.2096466531346373	0.04811806543615102	0.08978165270729967	2.3386179862218444	1.5743667231849623	2.20375115831786	1.550746554308878	2.3369901775677984	2.3657256749778357	2.11759277037229	2.4716376798051565	2.5105140569526596	0.5141700693501091	0.31701209514552303	0.3902770504027372	0.14962916661443032	0.33791810766683766	0.1868968063363968	0.8659003613647547	0.23455442445756902	1.8250688833005113	1.8905118923226434	1.900654324709418	2.016202402478706	2.370669071653891	2.2760409091598537	2.5787057709398	1.947905665400418	2.711971756773213
ZAM2_s23_YZA	0.4461691844725638	0.3634067342961801	0.3615170663381376	0.2479663905012047	0.15174134707009596	0.2118255541741607	0.3372643798605646	0.24325601047575812	0.40954331532885213	0.29255288956555203	2.252515724031358	1.738930663945254	2.100956598801429	1.914029317062286	2.11163515075931	2.2609221615359183	2.0356460307246667	2.3686967264614207	2.109993602425712	0.20613019219291787	0.38596602092631077	0.0	0.17303284885096856	0.17778681597027876	0.07346507740920323	0.3142813116591098	0.2669558683939846	0.2111191924673282	0.08277553407907272	1.9152156235279905	1.330477218098824	1.4935142378359576	2.166504865030651	1.8325486579978072	2.0047730778991224	1.8195251039750142	2.3691420566722785	0.354033766420858	0.13999173687394592	0.4986094335856904	0.38187667217491944	0.5457742802511003	0.23228969931922996	0.1990905522031006	0.27037256014505645	0.33821481661448655	0.4366723488122698	2.165268928194914	1.381472878086055	2.012887529147768	1.3373489782405819	2.0968628727050986	2.135849874419501	1.9242401504995388	2.2773697339318004	2.3214862325664307	0.47516012014707987	0.4069003846270845	0.3108171373569285	0.2455346010154012	0.12242981224136025	0.265181522050116	0.7579162000950188	0.160254269246019	1.5988077327128227	1.6943364092334718	1.7362254285508967	1.833205834711802	2.1995190832821514	2.092442349489018	2.3700855039345026	1.7728725817508748	2.5034655096775507
ZAM2_s24_YZA	0.27725258234861333	0.1939340369659209	0.21717440130181614	0.07544946256525129	0.11345473518646382	0.04584992558753469	0.20284001626379988	0.07224519253269761	0.27349474535787216	0.1612575969260413	2.2012186540856056	1.6988998245169962	2.045177379986763	1.8635260753443113	2.093790039426608	2.2518145704392594	1.985806931088136	2.3194533638412667	2.063964249757517	0.05263576970983852	0.2831690179453658	0.17303284885096856	0.0	0.011016389165341057	0.23082884121587147	0.16065868291631874	0.15357171918179915	0.04132221194152773	0.0906983613268742	1.8781719691735956	1.2921163254830141	1.4362493951236264	2.146222662149558	1.7868548397196582	1.951416380341495	1.7603881449662246	2.333461469291736	0.24940845679543341	0.07636750538822944	0.3299179971526647	0.2412161306103615	0.38331037424307596	0.12313896965950615	0.1936944580034351	0.10569880582087864	0.24315431040937574	0.30405845852104074	2.111966370492827	1.3349679528266987	1.968151207175562	1.3020531931351709	2.0801858266006663	2.1131563132325044	1.880532444355318	2.2351762223635	2.2766434033330696	0.33692559591407467	0.23487807509818584	0.16997491633487066	0.19461736310292854	0.22955952516294667	0.2569727492781669	0.6607794659280248	0.15963183285176757	1.5723351521266136	1.651260926046538	1.6768706848298272	1.7837101423360744	2.1452127054297048	2.0441536886282545	2.3358520070638176	1.7190248977331024	2.469440748348069
ZAM2_s25_YZA	0.2759372609514777	0.18705373598289696	0.20696779214160724	0.07024235228137311	0.10738184033093041	0.04935367164930862	0.1921451076271574	0.06569353121255059	0.26302658455205635	0.15036071142297866	2.209786427207243	1.707991862645197	2.0535721222704493	1.872175303614759	2.1035678774838558	2.261823634969274	1.9944646647760902	2.328093734087359	2.0727665999211533	0.04177350224670783	0.2721532113875893	0.17778681597027876	0.011016389165341057	0.0	0.2376157098888074	0.15090407427349528	0.1425907855607209	0.043027990239847165	0.09633592113287587	1.8873442227161623	1.3013668568811982	1.4447020760928855	2.1559220220496584	1.795712944055725	1.959930598479295	1.768680586254924	2.3426282363501523	0.2571091885068374	0.07179693096886063	0.32855311786213137	0.24561480631208907	0.3835185668153517	0.11238393094768756	0.1865702436306939	0.09713446984918991	0.2322101707954718	0.2935144326384289	2.120459831594174	1.3438990123470402	1.977018325217563	1.311409022718041	2.089999336695026	2.1227845240433343	1.889453141144134	2.2441089026066536	2.2854674858814734	0.34105687412783725	0.2321266065640407	0.17510345265053945	0.18519429883366423	0.22834662880681453	0.2487242825093111	0.6676068822157851	0.15382660154888705	1.5819206600642715	1.6602467771584848	1.685170370470338	1.7924150083650252	2.1536583071895206	2.0528671200388198	2.3450706988883785	1.7275588396305324	2.4786547332501714
ZAM2_s26_YZA	0.49206633970923314	0.4246211742407937	0.43121220910257324	0.306062018087414	0.22502697696911841	0.2631477985189997	0.4082149114738464	0.3029919424299254	0.48082243407505654	0.3633629541258283	2.2215904403093707	1.7045970595865259	2.072103842048121	1.8834045986639132	2.0684179069653483	2.214520138384986	2.004508625262177	2.336780110861392	2.077209800567117	0.2708945157135776	0.4593593966646967	0.07346507740920323	0.23082884121587147	0.2376157098888074	0.0	0.38157452230152017	0.3391032248848611	0.2644698982219915	0.14200910893827412	1.8793326364410243	1.2968761440774212	1.4668339448039323	2.1240545005653937	1.8001935060892509	1.9751133521175535	1.7926513238019028	2.3319890531858296	0.3669687863890007	0.21066167356767498	0.5435786410048348	0.41026972205661105	0.5840577403014118	0.30412296389185745	0.27015498411228345	0.3337135134003454	0.4116493950584645	0.508494124999741	2.1352940588289013	1.3508521244761165	1.9797743967855503	1.3025381061241754	2.0532639477695738	2.0942978219675235	1.8909029856997421	2.242822449140235	2.287902847559342	0.4989495426155584	0.4577663069326963	0.34308534784616673	0.31859428484091523	0.17488667588366036	0.33404324002639557	0.7546248391128721	0.23262038443428643	1.559764220704241	1.6613025076272578	1.7096556864419765	1.8023594030158245	2.169895100525848	2.060582291989515	2.3323908256531283	1.7439331958816155	2.4655259847060957
ZAM2_s27_YZA	0.2278102710925516	0.07868253887098654	0.05901333651757588	0.1038418644513011	0.18153101977678218	0.15553259941584913	0.05931806760612604	0.09841440895035845	0.11750764675080365	0.05205322226974287	2.271804832289838	1.781755558377911	2.1125800103148196	1.9365692652722841	2.1915068427166404	2.3551531772864163	2.0587153623513346	2.391316378487489	2.139710771954233	0.11188150298741636	0.15866225037715	0.3142813116591098	0.16065868291631874	0.15090407427349528	0.38157452230152017	0.0	0.08476350853604105	0.14776565776551878	0.2404000901814381	1.9622951228207066	1.3799629432758402	1.506806442498095	2.241935860909917	1.8644608908086275	2.021465640276755	1.826520251767233	2.4165663175681185	0.33320670382451906	0.17598656226963583	0.2722295979718996	0.2793144257843146	0.3431819677593372	0.10047960076463518	0.21782635186821314	0.05972566786148907	0.1397995276344327	0.1487150132017016	2.181217748234898	1.415782157269247	2.045480429818364	1.392167596476474	2.1788070798198684	2.207216047513022	1.9592122117058073	2.3133504680171826	2.3524304083397887	0.3588266797964179	0.173090120339968	0.23255674820915512	0.17243115349800633	0.32033449571498834	0.24535093963515184	0.7096017552872371	0.21279199771075147	1.6666426441377993	1.7319830796985491	1.743423442575206	1.8581260681637386	2.2134204378461044	2.1180828396072493	2.4201074188397653	1.790135588717992	2.553390803525604
ZAM2_s28_YZA	0.3084926197809142	0.1631058473510825	0.1038607318325713	0.13625295320148662	0.11809645839122354	0.17233526059344273	0.07384038497647061	0.12596668474740844	0.14359338261780016	0.03534153050534871	2.3292526514673035	1.8334387924843998	2.171257067632326	1.9927748266393979	2.235890736963427	2.3964218457605866	2.115058577721523	2.4482819789142467	2.1948676955130186	0.10295830788532735	0.13035337256078272	0.2669558683939846	0.15357171918179915	0.1425907855607209	0.3391032248848611	0.08476350853604105	0.0	0.16304881563056678	0.20706466401826798	2.0135053310453492	1.4288501810614547	1.5636763202035344	2.2874287948603698	1.918615172033173	2.078995027792985	1.8855138166956589	2.4684946162748216	0.3776378444659224	0.12931588887443632	0.3549679861217011	0.3393212907590475	0.4244260013957244	0.0353602894594475	0.1353628508019066	0.10216255940455896	0.08983242315601216	0.1697921313286914	2.2391745108210075	1.4680492209650915	2.0998797005404435	1.4399464076006436	2.2226872744434076	2.2535739247479096	2.0129492372847655	2.3675137278004033	2.4076777577691058	0.4263805651462585	0.25410451153595204	0.28108215202281156	0.0877343239323452	0.24794844410864764	0.1611912459508049	0.7726232922633486	0.13758688236701558	1.7125432470443658	1.7846186596921128	1.8021777798574896	1.9136822964366629	2.2718253812009377	2.174021502813982	2.471488862870023	1.8470515849885603	2.6049706609895553
ZAM2_s29_YZA	0.23658239973229717	0.1651850473850364	0.2066253011298571	0.046832387859490385	0.14938899363198538	0.009300073684071502	0.19835153069978587	0.049554808973212905	0.26483220748336717	0.1617037971380937	2.174634397993719	1.6750032964284483	2.017829388400351	1.837355168673899	2.0741243290838702	2.2338987083338675	1.9596627766784247	2.2931977144300952	2.038512870251072	0.06276005293285943	0.2875882085591821	0.2111191924673282	0.04132221194152773	0.043027990239847165	0.2644698982219915	0.14776565776551878	0.16304881563056678	0.0	0.12834945701478606	1.8546935750457154	1.2692039861361988	1.4092371362034946	2.1259949239189377	1.7617150367186516	1.9246101623726035	1.7326272781858136	2.3099024700947175	0.22045921027085935	0.11474831345557399	0.28924083720623667	0.20315493661261	0.34199761696964504	0.13864130426145752	0.22685766629402593	0.08825959126733467	0.25213140754878977	0.295981689447725	2.085051106102891	1.3102865838113524	1.943034447496908	1.2797629187793873	2.060781439830158	2.0924462700387148	1.8556998748344118	2.2103679095473208	2.2512805979510544	0.29835880553293803	0.19578194078860728	0.13355284266671566	0.21920550508274453	0.2706720558143478	0.2863297517923943	0.6280464536973139	0.19587806525684617	1.5514291787233196	1.6268015634964583	1.6491510809670245	1.7578147215746744	2.1180804639339366	2.0182697717678377	2.312586074878555	1.6923357882829555	2.446136776455662
ZAM2_s30_YZA	0.3638696219093916	0.2832567124632355	0.29205488270007995	0.16604092968858367	0.10936505641690772	0.12924126263681732	0.2714223516964237	0.1620244330470401	0.34421683059097524	0.22675809412709988	2.2206223769378357	1.711774628895968	2.0668934137191295	1.8822275157839112	2.095224205873244	2.2487609058851215	2.004259038840183	2.3378258842073296	2.080424591674499	0.12906956504368153	0.33456731558509156	0.08277553407907272	0.0906983613268742	0.09633592113287587	0.14200910893827412	0.2404000901814381	0.20706466401826798	0.12834945701478606	0.0	1.8896371448338192	1.303452653886188	1.4581073586843363	2.148990296348209	1.8028800840924986	1.9717425911139683	1.7836752968625138	2.344560649298436	0.2914567416027135	0.07965822226222473	0.4164032906255253	0.3073034875778773	0.4652868009105763	0.1717777454746046	0.18267727402768819	0.19172916372275714	0.28889008835590213	0.37315850413458207	2.132391113836367	1.350795538736634	1.9838349066180316	1.3117579987517498	2.080990502964541	2.117176470023071	1.8955814889501659	2.2496998327141617	2.292618758753846	0.40230169500227153	0.3241276817218647	0.23508169015673575	0.2110760592582113	0.16441690466967493	0.2527524959668144	0.702900979511497	0.1407711601415529	1.5777789015975676	1.6657175753951337	1.7001867716634953	1.8017866213462697	2.1662049150185516	2.0618165333957847	2.3461793417724937	1.7393909869092818	2.4797384429816214
ZAM2_s31_OZA	1.7754300407803039	1.9088969228350572	2.0098156614553604	1.8773652022950775	1.984861279419729	1.8455488160927433	2.021418798009691	1.887546434507053	2.0595281341218064	2.001132034919172	0.37396905766907157	0.18082200993082953	0.28432352011635875	0.15238305190011267	0.3047739927081933	0.4931224573330001	0.18784144344644385	0.47331983573030184	0.2181739596184939	1.9174519453900654	2.120916792498801	1.9152156235279905	1.8781719691735956	1.8873442227161623	1.8793326364410243	1.9622951228207066	2.0135053310453492	1.8546935750457154	1.8896371448338192	0.0	0.5863671179927994	0.4774086610265271	0.32712414835051723	0.1291536730219325	0.20598300621671073	0.26722528349043484	0.4552911421460357	1.635920500951555	1.9459666640155695	1.7606105091657893	1.6834352017673089	1.6939892461707686	1.993038089374747	2.066090288591718	1.9155638650535622	2.0971917937224984	2.0856971138572167	0.3115497642465654	0.5467416644691693	0.12931573346673159	0.5780506965323744	0.30513040381494055	0.28382431324297575	0.07544624250220605	0.3653928544324867	0.41418473849125803	1.6142417214046014	1.819526488185381	1.7333125349819547	2.072483096141934	2.0373156671328307	2.133472908903559	1.2681697798452676	2.0262978406421612	0.3296140193634254	0.2330549302971324	0.30754757010593514	0.16355150325400591	0.3467108104507499	0.2171191313209531	0.45798571352138334	0.2373159454135079	0.5914763660589358
